institution,credit_code,category,pillar,credit_name,indicator,section,field,value,units,value_numeric,value_type,links
University College Cork,OP-10,OP,Environmental,Purchased Goods,Optional documentation,,Additional documentation for this credit,,,,not_reported,
University College Cork,OP-11,OP,Environmental,Materials Management,11.1 Surplus and reuse programs,,"Does the institution have a surplus program through which institution-owned items that are no longer needed are stored for eventual sale, donation, or reuse?",Yes,,,boolean,
University College Cork,OP-11,OP,Environmental,Materials Management,11.1 Surplus and reuse programs,,Narrative and/or website URL providing an overview of the institution’s surplus program,"The UCC Office Furniture Exchange was launched in 2024 as a space where insitution owned office furniture is exchanged through the University's online Workvivo platform. The online ""space"" has over 6,000 members with furniture and IT equipment uploaded and exchanged on a daily basis.",,,text_long,
University College Cork,OP-11,OP,Environmental,Materials Management,11.1 Surplus and reuse programs,,Does the institution have or participate in a reuse program through which employees and/or students can donate personal items for redistribution?,Yes,,,boolean,
University College Cork,OP-11,OP,Environmental,Materials Management,11.1 Surplus and reuse programs,,Narrative and/or website URL providing an overview of the institution’s reuse program,"The UCC International Office Swap Shop is open all year round for students to donate their preloved items to instead of throwing them out. Staff collect, santitise,organise and,store the items. There is a 3euro entry fee for students to browse the Swap Shop, where they can take whatever they need to furnish their accommodation. The 3eur is donated to charity.",,,text_long,
University College Cork,OP-11,OP,Environmental,Materials Management,11.1 Surplus and reuse programs,,Points earned for indicator OP 11.1,1,,1.0,number,
University College Cork,OP-11,OP,Environmental,Materials Management,11.2 Single-use disposable plastics program,,Does the institution have or participate in a composting program that accepts compostable alternatives to single-use disposable plastic?,Yes,,,boolean,
University College Cork,OP-11,OP,Environmental,Materials Management,11.2 Single-use disposable plastics program,,Narrative and/or website URL providing an overview of the institution’s composting program,Compostable lunchboxes are accepted in the University's food waste bins.,,,text,
University College Cork,OP-11,OP,Environmental,Materials Management,11.2 Single-use disposable plastics program,,Does the institution have or participate in a reusable container program designed to reduce the use of single-use disposable plastic?,Yes,,,boolean,
University College Cork,OP-11,OP,Environmental,Materials Management,11.2 Single-use disposable plastics program,,Narrative and/or website URL providing an overview of the institution’s reusable container program,In 2023 UCC became the first University in Ireland to completely ban the use of disposable coffee cups on campus. If a student or staff member wishes to puchase a hot beverage on campus they can either bring their own reusable cup or avail of the campus deposit return cups (a deposit of 2eur is paid when taking a cup and returned to the customer when the cup is brought back).,,,text_long,
University College Cork,OP-11,OP,Environmental,Materials Management,11.2 Single-use disposable plastics program,,Has the institution eliminated the on-site use of at least one form of single-use disposable plastic?,Yes,,,boolean,
University College Cork,OP-11,OP,Environmental,Materials Management,11.2 Single-use disposable plastics program,,"Has the institution eliminated the on-site sales and distribution of all single-use disposable plastic food containers, utensils, and beverage cups?",Yes,,,boolean,
University College Cork,OP-11,OP,Environmental,Materials Management,11.2 Single-use disposable plastics program,,Narrative and/or website URL providing an overview of the institution’s single-use disposable plastics program,"There are no single use plastic cups or containers used on UCC campus. Single use cups have been completely banned, while only compostable vegware containers and cutlery are available for food items.",,,text,
University College Cork,OP-11,OP,Environmental,Materials Management,11.2 Single-use disposable plastics program,,Points earned for indicator OP 11.2,1,,1.0,number,
University College Cork,OP-11,OP,Environmental,Materials Management,11.3 Electronic waste management,,Does the institution have or participate in a program designed to collect electronic waste (e-waste) from employees for recycling and/or preparation for reuse?,Yes,,,boolean,
University College Cork,OP-11,OP,Environmental,Materials Management,11.3 Electronic waste management,,Does the institution have or participate in a program designed to collect e-waste from students for recycling and/or preparation for reuse? (required),Yes,,,boolean,
University College Cork,OP-11,OP,Environmental,Materials Management,11.3 Electronic waste management,,Narrative and/or website URL providing an overview of the institution’s e-waste collection programs,UCC participates in the National WEEE recycling programme. WEEE waste bins are available at various location son campus for small electronic equipment. Battery bins are available in the library building,,,text_long,
University College Cork,OP-11,OP,Environmental,Materials Management,11.3 Electronic waste management,,Does the institution use an e-waste recycler that is certified to a qualifying standard?,Unsure,,,text,
University College Cork,OP-11,OP,Environmental,Materials Management,11.3 Electronic waste management,,Standard to which the institution’s e-waste recycler is certified,,,,not_reported,
University College Cork,OP-11,OP,Environmental,Materials Management,11.3 Electronic waste management,,Points earned for indicator OP 11.3,0.50,,0.5,number,
University College Cork,OP-11,OP,Environmental,Materials Management,11.4 Hazardous waste management and disclosure,,Does the institution have a hazardous waste management program or protocol that includes measures to minimize or reduce the use of hazardous materials?,Yes,,,boolean,
University College Cork,OP-11,OP,Environmental,Materials Management,11.4 Hazardous waste management and disclosure,,Narrative and/or website URL providing an overview of the institution’s hazardous waste management program or protocol,The Health and Safety Office at UCC maintains protocols and training resources for the safe disposal of chemical and biological hazardous wastes. An example of one such protocol is here: https://www.ucc.ie/en/media/research/researchatucc/policydocuments/2023/BiologicalWastePolicy.pdf,,,text_long,https://www.ucc.ie/en/media/research/researchatucc/policydocuments/2023/BiologicalWastePolicy.pdf
University College Cork,OP-11,OP,Environmental,Materials Management,11.4 Hazardous waste management and disclosure,,"Does the institution publish information about the specific types of hazardous waste it generates and how they are disposed of, recycled, and/or prepared for reuse?",No,,,boolean,
University College Cork,OP-11,OP,Environmental,Materials Management,11.4 Hazardous waste management and disclosure,,Online resource that provides information about the specific types of hazardous waste managed by the institution,,,,not_reported,
University College Cork,OP-11,OP,Environmental,Materials Management,11.4 Hazardous waste management and disclosure,,Document that provides information about the specific types of hazardous waste managed by the institution,,,,not_reported,
University College Cork,OP-11,OP,Environmental,Materials Management,11.4 Hazardous waste management and disclosure,,Points earned for indicator OP 11.4,0.50,,0.5,number,
University College Cork,OP-11,OP,Environmental,Materials Management,Optional documentation,,Notes about the information provided for this credit,,,,not_reported,
University College Cork,OP-11,OP,Environmental,Materials Management,Optional documentation,,Additional documentation for this credit,,,,not_reported,
University College Cork,OP-12,OP,Environmental,Waste Generation and Recovery,12.1 Non-hazardous waste generated per person,,Performance year for non-hazardous waste,2024,,2024.0,year,
University College Cork,OP-12,OP,Environmental,Waste Generation and Recovery,12.1 Non-hazardous waste generated per person,,Peer group,Doctoral universities and research institutions,,,text,
University College Cork,OP-12,OP,Environmental,Waste Generation and Recovery,12.1 Non-hazardous waste generated per person,,Non-hazardous waste recycled,183,Metric tons,183.0,number,
University College Cork,OP-12,OP,Environmental,Waste Generation and Recovery,12.1 Non-hazardous waste generated per person,,Non-hazardous waste composted,59,Metric tons,59.0,number,
University College Cork,OP-12,OP,Environmental,Waste Generation and Recovery,12.1 Non-hazardous waste generated per person,,Non-hazardous waste prepared for reuse,0,Metric tons,0.0,number,
University College Cork,OP-12,OP,Environmental,Waste Generation and Recovery,12.1 Non-hazardous waste generated per person,,Non-hazardous waste disposed of to a landfill or incinerator,278,Metric tons,278.0,number,
University College Cork,OP-12,OP,Environmental,Waste Generation and Recovery,12.1 Non-hazardous waste generated per person,,Estimated percentage of non-hazardous waste disposed of to a landfill or incinerator that is disposed of to a waste-to-energy (WTE) facility,100,,100.0,number,
University College Cork,OP-12,OP,Environmental,Waste Generation and Recovery,12.1 Non-hazardous waste generated per person,,Full-time equivalent student enrollment,"22,137",,22137.0,number,
University College Cork,OP-12,OP,Environmental,Waste Generation and Recovery,12.1 Non-hazardous waste generated per person,,Full-time equivalent of employees,"3,643",,3643.0,number,
University College Cork,OP-12,OP,Environmental,Waste Generation and Recovery,12.1 Non-hazardous waste generated per person,,Total non-hazardous waste diverted from disposal,242,Metric tons,242.0,number,
University College Cork,OP-12,OP,Environmental,Waste Generation and Recovery,12.1 Non-hazardous waste generated per person,,Annual non-hazardous waste generated,520,Metric tons,520.0,number,
University College Cork,OP-12,OP,Environmental,Waste Generation and Recovery,12.1 Non-hazardous waste generated per person,,Full-time equivalent students and employees,"25,780",,25780.0,number,
University College Cork,OP-12,OP,Environmental,Waste Generation and Recovery,12.1 Non-hazardous waste generated per person,,Annual non-hazardous waste generated per person,20.17,Kilograms,20.17,number,
University College Cork,OP-12,OP,Environmental,Waste Generation and Recovery,12.1 Non-hazardous waste generated per person,,Points earned for indicator OP 12.1,1,,1.0,number,
University College Cork,OP-12,OP,Environmental,Waste Generation and Recovery,12.2 Non-hazardous waste generated per square meter,,Gross floor area of building space,"282,364",Square meters,282364.0,number,
University College Cork,OP-12,OP,Environmental,Waste Generation and Recovery,12.2 Non-hazardous waste generated per square meter,,Annual non-hazardous waste generated per unit of floor area,1.84,Kilograms per square meter,1.84,number,
University College Cork,OP-12,OP,Environmental,Waste Generation and Recovery,12.2 Non-hazardous waste generated per square meter,,Points earned for indicator OP 12.2,0.95,,0.95,number,
University College Cork,OP-12,OP,Environmental,Waste Generation and Recovery,12.3 Percentage of non-hazardous waste diverted from disposal,,Percentage of non-hazardous waste diverted from disposal,46.54,,46.54,number,
University College Cork,OP-12,OP,Environmental,Waste Generation and Recovery,12.3 Percentage of non-hazardous waste diverted from disposal,,Points earned for indicator OP 12.3,1.03,,1.03,number,
University College Cork,OP-12,OP,Environmental,Waste Generation and Recovery,12.4 Percentage of construction and demolition waste diverted from disposal,,"Has the institution conducted one or more major construction, renovation, and/or demolition projects within the previous three years?",Yes,,,boolean,
University College Cork,OP-12,OP,Environmental,Waste Generation and Recovery,12.4 Percentage of construction and demolition waste diverted from disposal,,Does the institution have sufficient data on construction and demolition waste to pursue this indicator?,Yes,,,boolean,
University College Cork,OP-12,OP,Environmental,Waste Generation and Recovery,12.4 Percentage of construction and demolition waste diverted from disposal,,Performance year for construction and demolition waste,2023,,2023.0,year,
University College Cork,OP-12,OP,Environmental,Waste Generation and Recovery,12.4 Percentage of construction and demolition waste diverted from disposal,,Construction and demolition waste recycled,"5,675.22",Metric tons,5675.22,number,
University College Cork,OP-12,OP,Environmental,Waste Generation and Recovery,12.4 Percentage of construction and demolition waste diverted from disposal,,Construction and demolition waste prepared for reuse,"1,162.73",Metric tons,1162.73,number,
University College Cork,OP-12,OP,Environmental,Waste Generation and Recovery,12.4 Percentage of construction and demolition waste diverted from disposal,,Construction and demolition waste disposed of to a landfill or incinerator,76.13,Metric tons,76.13,number,
University College Cork,OP-12,OP,Environmental,Waste Generation and Recovery,12.4 Percentage of construction and demolition waste diverted from disposal,,Total construction and demolition waste diverted from disposal,"6,837.95",Metric tons,6837.95,number,
University College Cork,OP-12,OP,Environmental,Waste Generation and Recovery,12.4 Percentage of construction and demolition waste diverted from disposal,,Annual construction and demolition waste generated,"6,914.08",Metric tons,6914.08,number,
University College Cork,OP-12,OP,Environmental,Waste Generation and Recovery,12.4 Percentage of construction and demolition waste diverted from disposal,,Percentage of construction and demolition waste diverted from disposal,98.90,,98.9,number,
University College Cork,OP-12,OP,Environmental,Waste Generation and Recovery,12.4 Percentage of construction and demolition waste diverted from disposal,,Points earned for indicator OP 12.4,1,,1.0,number,
University College Cork,OP-12,OP,Environmental,Waste Generation and Recovery,Optional documentation,,Notes about the information provided for this credit,"Non-hazardous waste data is collected on behalf of UCC, by the University's contracted waste provider, Panda. Data on Construction and Demolition waste is provided by the contracted construction company.",,,text_long,
University College Cork,OP-12,OP,Environmental,Waste Generation and Recovery,Optional documentation,,Additional documentation for this credit,,,,not_reported,
University College Cork,OP-13,OP,Environmental,Vehicle Fleet,13.1 Percentage of fleet vehicles that are electric vehicles,,"Total number of cars, vans, trucks, and buses in the institution’s fleet",24,,24.0,number,
University College Cork,OP-13,OP,Environmental,Vehicle Fleet,13.1 Percentage of fleet vehicles that are electric vehicles,,"Number of cars, vans, trucks, and buses in the institution’s fleet that are zero emission vehicles (ZEVs)",8,,8.0,number,
University College Cork,OP-13,OP,Environmental,Vehicle Fleet,13.1 Percentage of fleet vehicles that are electric vehicles,,"Number of cars, vans, trucks, and buses in the institution’s fleet that are plug-in hybrid electric vehicles (PHEVs)",0,,0.0,number,
University College Cork,OP-13,OP,Environmental,Vehicle Fleet,13.1 Percentage of fleet vehicles that are electric vehicles,,Percentage of fleet vehicles that are electric vehicles,33.33,,33.33,number,
University College Cork,OP-13,OP,Environmental,Vehicle Fleet,13.1 Percentage of fleet vehicles that are electric vehicles,,Points earned for indicator OP 13.1,0.67,,0.67,number,
University College Cork,OP-13,OP,Environmental,Vehicle Fleet,Optional documentation,,Notes about the information provided for this credit,"UCC’s fleet inventory is relatively small, consisting of 24 work vehicles with a combined annual mileage of under 100,000 km. Emissions from this fleet account for less than 0.1% of UCC’s total annual energy-related emissions, while a further 0.4% is attributed to fuel consumed by the Park & Ride service. Of the 24 vehicles, eight are fully electric. The remaining 16 serve operational functions that are not yet suitable for electrification; however, as these vehicles reach the end of their service life, the University will assess technical options to transition them to electric alternatives where technical solutions are available. UCC has already completed the electrification of its landscaping equipment, including mowers, strimmers, and related tools, which are used to maintain the campus grounds. A small fleet of e-bikes are also available for operational staff to travel between UCC’s campuses and sites across the city. These have proven to be a popular and efficient means of transport and reducing the need for short vehicle journeys",,,text_long,
University College Cork,OP-13,OP,Environmental,Vehicle Fleet,Optional documentation,,Additional documentation for this credit,,,,not_reported,
University College Cork,OP-14,OP,Environmental,Commute Modal Split,14.1 Percentage of students and employees using more sustainable commuting options,,Performance year for commute modal split,2024,,2024.0,year,
University College Cork,OP-14,OP,Environmental,Commute Modal Split,14.1 Percentage of students and employees using more sustainable commuting options,,Full-time equivalent student enrollment,"22,137",,22137.0,number,
University College Cork,OP-14,OP,Environmental,Commute Modal Split,14.1 Percentage of students and employees using more sustainable commuting options,,Full-time equivalent of employees,"3,643",,3643.0,number,
University College Cork,OP-14,OP,Environmental,Commute Modal Split,14.1 Percentage of students and employees using more sustainable commuting options,,Has the institution gathered data about student commuting behavior?,Yes,,,boolean,
University College Cork,OP-14,OP,Environmental,Commute Modal Split,14.1 Percentage of students and employees using more sustainable commuting options,,Percentage of students that use more sustainable commuting options,85,,85.0,number,
University College Cork,OP-14,OP,Environmental,Commute Modal Split,14.1 Percentage of students and employees using more sustainable commuting options,,Description of the methodology used to gather data about student commuting,"Student travel surveys are undertaken yearly by the commuter manager, the link is sent out via email to All Students announcements list, plus the teaching or admin staff in most academic departments and the students union to encourage students to take the survey. UCC Green Campus shares the link to the survey on social media accounts. The results presented here are from the 2024 annual survey.",,,text_long,
University College Cork,OP-14,OP,Environmental,Commute Modal Split,14.1 Percentage of students and employees using more sustainable commuting options,,Has the institution gathered data about employee commuting behavior?,Yes,,,boolean,
University College Cork,OP-14,OP,Environmental,Commute Modal Split,14.1 Percentage of students and employees using more sustainable commuting options,,Percentage of employees that use more sustainable commuting options,52.60,,52.6,number,
University College Cork,OP-14,OP,Environmental,Commute Modal Split,14.1 Percentage of students and employees using more sustainable commuting options,,Description of the methodology used to gather data about employee commuting,A staff travel survey is conducted every year by the commuter plan manager. The survey is shared to all staff via the All Exchange Users email survey. UCC Green Campus also shares via social media accounts. The data presented here are based on the 2024 survey.,,,text_long,
University College Cork,OP-14,OP,Environmental,Commute Modal Split,14.1 Percentage of students and employees using more sustainable commuting options,,Points earned for indicator OP 14.1,4.83,,4.83,number,
University College Cork,OP-14,OP,Environmental,Commute Modal Split,Optional documentation,Student commuting data,"Percentage of students that commute using single-occupancy car, van, or truck",26,,26.0,number,
University College Cork,OP-14,OP,Environmental,Commute Modal Split,Optional documentation,Student commuting data,Percentage of students that commute by walking or the equivalent,30,,30.0,number,
University College Cork,OP-14,OP,Environmental,Commute Modal Split,Optional documentation,Student commuting data,Percentage of students that commute by cycling or another micro-mobility option,3.50,,3.5,number,
University College Cork,OP-14,OP,Environmental,Commute Modal Split,Optional documentation,Student commuting data,Percentage of students that commute by carpool or vanpool,6,,6.0,number,
University College Cork,OP-14,OP,Environmental,Commute Modal Split,Optional documentation,Student commuting data,"Percentage of students that commute by bus, shuttle, or ferry",24,,24.0,number,
University College Cork,OP-14,OP,Environmental,Commute Modal Split,Optional documentation,Student commuting data,Percentage of students that commute by rail,7,,7.0,number,
University College Cork,OP-14,OP,Environmental,Commute Modal Split,Optional documentation,Student commuting data,Percentage of students that commute by light rail or tram,,,,not_reported,
University College Cork,OP-14,OP,Environmental,Commute Modal Split,Optional documentation,Student commuting data,Percentage of students that commute by motorcycle or moped,,,,not_reported,
University College Cork,OP-14,OP,Environmental,Commute Modal Split,Optional documentation,Student commuting data,Percentage of students that commute by zero emission vehicle,,,,not_reported,
University College Cork,OP-14,OP,Environmental,Commute Modal Split,Optional documentation,Student commuting data,Percentage of students that avail of remote learning,,,,not_reported,
University College Cork,OP-14,OP,Environmental,Commute Modal Split,Optional documentation,Employee commuting data,"Percentage of employees that commute using single-occupancy car, van, or truck",52,,52.0,number,
University College Cork,OP-14,OP,Environmental,Commute Modal Split,Optional documentation,Employee commuting data,Percentage of employees that commute by walking or the equivalent,14.50,,14.5,number,
University College Cork,OP-14,OP,Environmental,Commute Modal Split,Optional documentation,Employee commuting data,Percentage of employees that commute by cycling or another micro-mobility option,12,,12.0,number,
University College Cork,OP-14,OP,Environmental,Commute Modal Split,Optional documentation,Employee commuting data,Percentage of employees that commute by carpool or vanpool,3,,3.0,number,
University College Cork,OP-14,OP,Environmental,Commute Modal Split,Optional documentation,Employee commuting data,"Percentage of employees that commute by bus, shuttle, or ferry",7,,7.0,number,
University College Cork,OP-14,OP,Environmental,Commute Modal Split,Optional documentation,Employee commuting data,Percentage of employees that commute by rail,3,,3.0,number,
University College Cork,OP-14,OP,Environmental,Commute Modal Split,Optional documentation,Employee commuting data,Percentage of employees that commute by light rail or tram,,,,not_reported,
University College Cork,OP-14,OP,Environmental,Commute Modal Split,Optional documentation,Employee commuting data,Percentage of employees that commute by motorcycle or moped,,,,not_reported,
University College Cork,OP-14,OP,Environmental,Commute Modal Split,Optional documentation,Employee commuting data,Percentage of employees that commute by zero emission vehicle,,,,not_reported,
University College Cork,OP-14,OP,Environmental,Commute Modal Split,Optional documentation,Employee commuting data,Percentage of employees that avail of remote work,,,,not_reported,
University College Cork,OP-14,OP,Environmental,Commute Modal Split,Optional documentation,Employee commuting data,Notes about the information provided for this credit,"The percentage of staff and students using electric vehicles is unknown so has been recorded as 0, though this is certainly an underestimate.",,,text,
University College Cork,OP-14,OP,Environmental,Commute Modal Split,Optional documentation,Employee commuting data,Additional documentation for this credit,,,,not_reported,
University College Cork,OP-15,OP,Environmental,Air Travel,15.1. Air travel reduction and mitigation,,Does the institution provide incentives designed to encourage employees to reduce their air travel?,No,,,boolean,
University College Cork,OP-15,OP,Environmental,Air Travel,15.1. Air travel reduction and mitigation,,Narrative and/or website URL providing an overview of the institution’s incentives designed to encourage employees to reduce their air travel,,,,not_reported,
University College Cork,OP-15,OP,Environmental,Air Travel,15.1. Air travel reduction and mitigation,,Has the institution adopted restrictive measures designed to reduce the GHG emissions associated with its directly financed air travel?,No,,,boolean,
University College Cork,OP-15,OP,Environmental,Air Travel,15.1. Air travel reduction and mitigation,,Narrative and/or website URL providing an overview of the institution’s restrictive measures designed to reduce its air travel emissions,,,,not_reported,
University College Cork,OP-15,OP,Environmental,Air Travel,15.1. Air travel reduction and mitigation,,Does the institution have a program designed to mitigate the GHG emissions associated with its directly financed air travel?,No,,,boolean,
University College Cork,OP-15,OP,Environmental,Air Travel,15.1. Air travel reduction and mitigation,,Narrative and/or website URL providing an overview of the institution’s air travel mitigation program,,,,not_reported,
University College Cork,OP-15,OP,Environmental,Air Travel,15.1. Air travel reduction and mitigation,,Points earned for indicator OP 15.1,0,,0.0,number,
University College Cork,OP-15,OP,Environmental,Air Travel,Optional documentation,,Notes about the information provided for this credit,,,,not_reported,
University College Cork,OP-15,OP,Environmental,Air Travel,Optional documentation,,Additional documentation for this credit,,,,not_reported,
University College Cork,PA-1,PA,Governance,Sustainability Coordination,"1.1 Coordinating committee, officer, or office for sustainability",,Does the institution have one or more sustainability committees?,Yes,,,boolean,
University College Cork,PA-1,PA,Governance,Sustainability Coordination,"1.1 Coordinating committee, officer, or office for sustainability",,Narrative and/or website URL providing an overview of the institution’s sustainability committees,The Office of Sustainability and Climate Action sits within the President's Office at UCC. It is supported by the Sustainability and Climate Action Plan. This plan was developed following extensive consultation with staff and students. The office has overall responsibility for the implementation of the plan. This includes reporting and communicating its outputs. The office embeds an ethos of sustainability across the entire campus. This is achieved through coordinating a range of university wide initiatives and programmes. UCC aims to achieve significant targets including becoming a zero waste campus by 2030 and a carbon neutral campus by 2040. More information is available here: https://www.ucc.ie/en/sustainability-climate-action/about/,,,text_long,
University College Cork,PA-1,PA,Governance,Sustainability Coordination,"1.1 Coordinating committee, officer, or office for sustainability",,Does the institution have one or more sustainability officers?,Yes,,,boolean,
University College Cork,PA-1,PA,Governance,Sustainability Coordination,"1.1 Coordinating committee, officer, or office for sustainability",,Narrative and/or website URL providing an overview of the institution’s sustainability officers,"Dr Maria Kirrane is the University's Head of Sustianability and Climate Action, while Sandra Barry serves as Sustainability Support Officer. Irene Ní Shúilleabháin works specifically on student engagement, as Greenshoots coordinator.",,,text_long,
University College Cork,PA-1,PA,Governance,Sustainability Coordination,"1.1 Coordinating committee, officer, or office for sustainability",,Does the institution have one or more sustainability offices with more than one full-time equivalent employee?,Yes,,,boolean,
University College Cork,PA-1,PA,Governance,Sustainability Coordination,"1.1 Coordinating committee, officer, or office for sustainability",,Description of each sustainability office,The Office of Sustainability and Climate Action sits within the President's Office at UCC. It is supported by the Sustainability and Climate Action Plan. This plan was developed following extensive consultation with staff and students. The office has overall responsibility for the implementation of the plan. This includes reporting and communicating its outputs. The office embeds an ethos of sustainability across the entire campus. This is achieved through coordinating a range of university wide initiatives and programmes. UCC aims to achieve significant targets including becoming a zero waste campus by 2030 and a carbon neutral campus by 2040. More information is available here: https://www.ucc.ie/en/sustainability-climate-action/about/,,,text_long,
University College Cork,PA-1,PA,Governance,Sustainability Coordination,"1.1 Coordinating committee, officer, or office for sustainability",,Full-time equivalent of people employed in the sustainability offices,4,,4.0,number,
University College Cork,PA-1,PA,Governance,Sustainability Coordination,"1.1 Coordinating committee, officer, or office for sustainability",,"Is at least one of the institution’s sustainability committees, officers, or offices charged with coordinating various campus constituencies in the advancement of sustainability across the entire institution?",Yes,,,boolean,
University College Cork,PA-1,PA,Governance,Sustainability Coordination,"1.1 Coordinating committee, officer, or office for sustainability",,Narrative outlining the activities and substantive accomplishments of the institution-wide coordinating body or officer during the previous three years,"The Head of Sustainability and Climate Action coordinates the Office of Sustainability and Climate Action. This office also coordinates the Green Campus Committee, Green Forum and ULT Subcommittee on Sustainability and Climate Action. Activities and accomplishments over the last three years include: - Publication of the University's Sustainability and Climate Action Plan - Awarding of the University's 5th Green Flag from the Foundation for Environmental Education - Consistent top ten UI Green Metric Ranking - Coordination of the Green Campus Living Laboratory Fund.",,,text_long,
University College Cork,PA-1,PA,Governance,Sustainability Coordination,"1.1 Coordinating committee, officer, or office for sustainability",,Points earned for indicator PA 1.1,1,,1.0,number,
University College Cork,PA-1,PA,Governance,Sustainability Coordination,Optional documentation,,Notes about the information provided for this credit,,,,not_reported,
University College Cork,PA-1,PA,Governance,Sustainability Coordination,Optional documentation,,Additional documentation for this credit,,,,not_reported,
University College Cork,PA-1,PA,Governance,Sustainability Coordination,Optional documentation,Job descriptions,Text of the job description for the institution’s sustainability officer (1st position),,,,not_reported,
University College Cork,PA-1,PA,Governance,Sustainability Coordination,Optional documentation,Job descriptions,Copy of the job description for the institution’s sustainability officer (1st position),,,,not_reported,
University College Cork,PA-1,PA,Governance,Sustainability Coordination,Optional documentation,Job descriptions,Text of the job description for the institution’s sustainability officer (2nd position),,,,not_reported,
University College Cork,PA-1,PA,Governance,Sustainability Coordination,Optional documentation,Job descriptions,Copy of the job description for the institution’s sustainability officer (2nd position),,,,not_reported,
University College Cork,PA-1,PA,Governance,Sustainability Coordination,Optional documentation,Job descriptions,Text of the job description for the institution’s sustainability officer (3rd position),,,,not_reported,
University College Cork,PA-1,PA,Governance,Sustainability Coordination,Optional documentation,Job descriptions,Copy of the job description for the institution’s sustainability officer (3rd position),,,,not_reported,
University College Cork,PA-2,PA,Governance,Commitments and Planning,2.1 Public sustainability commitment,,"Has the institution made a public commitment to sustainability, as evidenced by an external commitment or a published plan?",Yes,,,boolean,
University College Cork,PA-2,PA,Governance,Commitments and Planning,2.1 Public sustainability commitment,,Narrative detailing the institution’s guiding vision or goals for sustainability and the plan(s) in which they are published,"The Sustainability and Climate Action Plan (2023-2028) builds on the successes of UCC’s Sustainability Strategy (2016) and sets out how UCC will continue to embed sustainability goals and targets across all aspects of the University’s educational, research, ancillary operations, infrastructural developments and interactions with the community. This plan seeks to help us as a university navigate this path and help shape and inspire a world that protects our environment and our society and furthers University College Cork’s commitment to a sustainable future. UCC aims to achieve significant targets including becoming a zero waste campus by 2030 and a carbon neutral campus by 2040.",,,text_long,
University College Cork,PA-2,PA,Governance,Commitments and Planning,2.1 Public sustainability commitment,,Narrative and/or website URL outlining the institution’s external sustainability commitments that include a reporting requirement,UCC is required by the Irish government to reduce our absolute GHG emissions by 51% by 2030. The University must produce annual roadmaps outlining how it intends to achieve these targets. UCC's most recent Climate Action Roadmap can be viewed here: https://www.ucc.ie/en/media/support/sustainabilityandclimateaction/UCCClimateActionRoadmap2024FINALv02.pdf,,,text_long,https://www.ucc.ie/en/media/support/sustainabilityandclimateaction/UCCClimateActionRoadmap2024FINALv02.pdf
University College Cork,PA-2,PA,Governance,Commitments and Planning,2.1 Public sustainability commitment,,Points earned for indicator PA 2.1,2,,2.0,number,
University College Cork,PA-2,PA,Governance,Commitments and Planning,2.2 Measurable sustainability objectives,,"Has the institution adopted one or more measurable sustainability objectives that address teaching, learning, and/or research?",Yes,,,boolean,
University College Cork,PA-2,PA,Governance,Commitments and Planning,2.2 Measurable sustainability objectives,,"Narrative listing the institution’s measurable sustainability objectives that address teaching, learning, and/or research","Within the University's Sustainability and Climate Action Plan 2023-28, UCC has committed to the following objectives: - Support our teaching staff to integrate the SDGs into their curricula where appropriate. - Develop a robust method of measuring and reporting SDG integration in UCC modules and programmes. - Ensure every student at UCC is exposed to the global sustainability agenda through either their formal or informal education. - Be a leader in the transition to a sustainable society through educational offerings for current and future leaders",,,text_long,
University College Cork,PA-2,PA,Governance,Commitments and Planning,2.2 Measurable sustainability objectives,,Has the institution adopted one or more measurable sustainability objectives that address campus and/or community engagement?,Yes,,,boolean,
University College Cork,PA-2,PA,Governance,Commitments and Planning,2.2 Measurable sustainability objectives,,Narrative listing the institution’s measurable sustainability objectives that address campus and/or community engagement,"Within the University's Sustainability and Climate Action Plan 2023-28, UCC has committed to the following objectives: - Align UCC sustainability programme with relevant UCC strategies including Community Engagement, EDI, teaching and learning and research strategies. - Maintain UCC’s standing as Ireland’s Green University and build meaningful partnerships with institutions that share our values and ethos. - Resource the sustainability agenda in a way that is appropriate to its strategic importance and develop appropriate accountability mechanisms. - Connect different elements of sustainability across UCC to add value and better communicate our impact.",,,text_long,
University College Cork,PA-2,PA,Governance,Commitments and Planning,2.2 Measurable sustainability objectives,,Has the institution adopted one or more measurable sustainability objectives that address campus operations?,Yes,,,boolean,
University College Cork,PA-2,PA,Governance,Commitments and Planning,2.2 Measurable sustainability objectives,,Narrative listing the institution’s measurable sustainability objectives that address campus operations,"Within the University's Sustainability and Climate Action Plan 2023-28, UCC has committed to a number of objectives regarding campus operations, a selection of these include: - Exceed government target of reducing scope 1 and 2 GHG emissions by 51% by 2030 and achieving net zero total GHG emissions by 2040. - Implement and adapt our estate management policies and infrastructure to mitigate the impacts of climate change. - Capitalise on funding opportunities to deliver carbon reduction programmes and see the UCC campus act as a Living Laboratory for solutions to climate change. - Prioritise the protection of campus green space in line with UCC Campus Masterplan and promote restoration where possible. - Trial innovative approaches to waste reduction and reuse in collaboration with internal and external stakeholders",,,text_long,
University College Cork,PA-2,PA,Governance,Commitments and Planning,2.2 Measurable sustainability objectives,,Has the institution adopted one or more measurable sustainability objectives that address racial equity and/or social justice?,Yes,,,boolean,
